key,Português [pt-BR]
event_road_campaign_62_option_a,Concordar em ajudar os Demônios do Sol.
event_road_campaign_62_option_b,Atacar os Demônios do Sol. Provavelmente essa é a única forma de fazer com que essas coisas parem de incomodar vocês.
event_road_campaign_62_result_a,"Vocês suspiram e concordam, avisando que esperam que essa seja a última vez que eles lhes pedem um favor. Eles dão a vocês a localização do Templo do Sol e imploram para que corram."
event_road_campaign_62_result_b,"Sem nem falar nada, vocês sacam suas armas e atacam. Os demônios não estavam esperando por isso, mas reagem com muita ferocidade. É uma batalha longa e brutal, mas vocês continuam o caminho rumo à sua aventura, extremamente feridos e ensanguentados."
event_road_campaign_63_intro,"Enquanto andam por algumas colinas, o chão de repente começa a tremer violentamente embaixo de vocês. Dois enormes demônios feitos de terra e pedra surgem na sea frente.

""Hoje nós vamos nos banquetear com a sua carne, tolos viajantes!""

No momento que os demônios começam a ir em sua direção, uma enorme bola de fogo corta o ar por trás de vocês e acerta um dos demônios em cheio, que desaparece em um pilar de chamas. Logo depois, um raio cai no outro, destruindo um de seus braços.

""Olhando em volta, vocês veem o velho Savvas que encontraram um dia desses, que continua a lançar poderosos ataques até que os demônios sejam forçados a recuar.

""Ora, que prazer encontrar vocês novamente!"""
event_road_campaign_63_option_a,Agradecer ao Savvas pela ajuda oportuna.
event_road_campaign_63_option_b,"Repreender o Savvas, dizendo que vocês poderiam dar conta dos demônios sem a ajuda dele."
event_road_campaign_63_result_a,"""Cada vez mais demônios estão aparecendo por aqui ultimamente. Impedi-los de atacar os viajantes é um trabalho que está tomando quase todo o meu tempo, mas pelo menos é divertido.""

O Savvas sorri para vocês e se vira para ir embora. ""Tenham um ótimo dia!"""
event_road_campaign_63_result_b,"O Savvas adota um olhar de séria contemplação. ""Vocês estão certos, claro. Eu imaginei que uma raça inferior precisaria da minha ajuda, mas esqueci do seu crescimento e aprendizado. Cometi um erro terrível e agora devo implorar o seu perdão.""

Ele estende uma pequena joia para vocês. ""Por favor, aceitem isso como minhas desculpas."""
event_road_campaign_64_intro,"Vocês chegam em uma encruzilhada e decidem descansar um pouco. Enquanto comem uma porção de seus mantimentos, alguma coisa fincada no chão ao longe chama sua atenção.

Vocês chegam mais perto e o que achavam que era uma placa em um poste é, na verdade, um crânio empalado com uma lança.

Há uma coisa presa na boca do crânio."
event_road_campaign_64_option_a,Investigar.
event_road_campaign_64_option_b,Sacar as armas e recuar defensivamente da área.
event_road_campaign_64_result_a,"Agindo contra o bom senso, vocês se aproximam do crânio que curiosamente se parece com o cartão de visita da Sin-Ra. Não demora muito e um grupo de guerreiros vestidos de preto aparece diante de vocês. Sem falar nada, eles sacam suas grandes lâminas curvas e atacam. Pegos de surpresa. vocês não se dão souto bem na luta. Vocês os rechaçam, mas, no fim, estão severamente feridos, exaustos e desmoralizados."
event_road_campaign_64_result_b,"Reconhecendo a lança como um símbolo do Sindicato da Sin-Ra, vocês se armam e fogem da área. Infelizmente, vocês não chegam muito longe antes de encontrar um bando de assassinos vestidos de preto que avança sobre o grupo. Vocês assumem uma postura defensiva e se preparam para a batalha. A luta é árdua mas, no fim, os assassinos estão mortos e vocês esperam que eles não voltem. "
event_road_campaign_65_intro,"Ao chegar no topo de uma colina, vocês veem um bando de aves carniceiras voando para o leste. Elas deviam estar se alimentando, então vocês decidem investigar.

Após uma pequena caminhada, vocês encontram o corpo de um homem, já apodrecido e mutilado, caído na terra. Seu rosto está completamente desfigurado, mas vocês veem uma corrente bem distinta ao redor do seu pescoço e se lembram da descrição que o homem deu do irmão dele no Leão Adormecido. Provavelmente este aqui é o irmão."
event_road_campaign_65_option_a,Enterrar o homem e levar a corrente de volta ao irmão dele.
event_road_campaign_65_option_b,Pegar a corrente para vocês e não avisar o irmão.
event_road_campaign_65_result_a,"Sem querer dizer ao irmão que vocês deixaram o corpo aqui para apodrecer ao sol, o grupo decide parar para cavar um buraco e enterrá-lo.

Quando vocês levam a corrente de volta, o irmão fica compreensivelmente perturbado, mas os agradece por darem a ele a chance de encerrar o assunto."
event_road_campaign_65_result_b,"Os pássaros pegam o corpo. Vocês pegam a corrente. Todo mundo ganha, menos o homem do Leão Adormecido. Mas ele já devia saber que não se pode confiar em mercenários."
event_road_campaign_66_intro,"O primeiro sinal do grupo de invasores Inox é a nuvem de poeira que sobe no horizonte. Porém era um grupo tão grande que não havia para onde fugir.

""Escória da cidade!"" um dos Inox na frente grita para vocês enquanto se aproximam. ""Estamos marchando para atacar sua cidade e arrancá-la da face desta Terra. O que vocês acham disso?""

Seu primeiro pensamento, enquanto se preparam para lutar, é que eles precisam de um exército maior. Mas antes que vocês possa atacar, o céu escurece. Vocês acham que é uma nuvem, mas então olham para cima e avistam um grande dragão descendo em sua direção."
event_road_campaign_66_option_a,Proteger-se.
event_road_campaign_66_option_b,Atacar os Inox.
event_road_campaign_66_result_a,"Vocês pulam em uma vala e cobrem as cabeças enquanto o Dragão Ancião voa sobre o grupo invasor, cuspindo uma pesada onda de chamas no meio deles. Aqueles que não foram incinerados gritam e fogem para salvar suas vidas. O dragão pousa diante de vocês.

“Intrépidos aventureiros! Eu esperava conseguir ajudá-los contra seus agressores. Foi um verdadeiro prazer, após tudo que vocês fizeram por mim. Espero que encontrem alguma coisa valiosa nos corpos deles. Esse é o meu presente para vocês."""
event_road_campaign_66_result_b,"Vocês atacam o grande grupo de Inox enquanto eles gestão distraídos pela criatura gigantesca acima de vocês. As coisas de repente ficam muito quentes, ainda mais quando o dragão começa a cuspir fogo sobre a briga. Os Inox fogem e vocês estão sofrendo com as queimaduras quando o Dragão Ancião pousa diante de vocês.

""Minhas desculpas. Eu só estava tentando ajudar.”"
event_road_campaign_67_intro,"Não muito longe na estrada principal fora de Gloomhaven, vocês se deparam com uma carroça mercantil a caminho da cidade.

""Ah, por um segundo eu achei que vocês fossem bandidos!"" — diz o comerciante. ""Mas agora eu vejo que vocês são mercenários da cidade, certo? Excelente! Ouvi boas coisas sobre os mercenários de Gloomhaven. Meio difícil de acreditar, vindo de um lugar tão atrasado, mas é verdade, não é?"""
event_road_campaign_67_option_a,"Demonstrar sua virtude, oferecendo-se para escoltar o comerciante de volta a Gloomhaven."
event_road_campaign_67_option_b,"Demonstrar sua falta de virtude, roubando o comerciante."
event_road_campaign_67_result_a,"""Ah, bom... Não, eu não quero incomodar. Mas, quer dizer, sim, eu não posso pagar, mas adoraria a companhia. Viajar sozinho pela Estrada Leste é bastante assustador.""

É uma viagem relativamente rápida de volta para a cidade, mas o comerciante fica muito agradecido. ""Eu estou bastante impressionado, senhores. Certamente avisarei todo mundo lá na Capital que Gloomhaven é um lugar seguro para fazer negócios."""
event_road_campaign_67_result_b,"""Bem, eu só – quer dizer, eu jamais..."" o comerciante não acredita no que está acontecendo. ""Só de pensar que existem lugares no mundo em que tal barbaridade ainda existe é assustador.

""Eu vou avisar para todos na Capital que lugar horrível, atrasado e aaarrrghhhhlll..."" o sangue jorra pela boca do homem quando vocês cortam sua garganta. Vocês têm certeza que dificilmente ele vai continuar reclamando."
event_road_campaign_68_intro,"Não muito longe na estrada principal fora de Gloomhaven, vocês se deparam com uma carroça mercantil a caminho da cidade.

""Ah, não... ah, mercenários, puxa."" o comerciante gagueja quando vocês se aproximam. ""Vejam, ah... Eu conheço a reputação de pessoas como vocês ao redor de Gloomhaven. Por favor, apenas peguem o que quiserem e sigam em frente. E-eu não quero problemas."""
event_road_campaign_68_option_a,Pegar o que quiserem e seguir em frente.
event_road_campaign_68_option_b,Acalmar o comerciante e explicar que nem todos os mercenários são bandidos sanguinários. 
event_road_campaign_68_result_a,"O comerciante continua em silêncio enquanto vocês vasculham a carroça e pegam tudo que tem valor. Ele não tinha muita coisa, mas a facilidade com a qual vocês conseguem pegar aquelas coisas deixa tudo mais gostoso.

Quando terminam, vocês continuam no seu caminho e ele continua no dele."
event_road_campaign_68_result_b,"“Ah, é, verdade?"" O comerciante olha para vocês incredulamente. ""Bom, então, agora fiquei envergonhado. Eu sinceramente peço desculpas por minha suposição mal educada. Às vezes, você apenas espera o pior das pessoas ao viajar por locais tão atrasados.”

""Vou falar para todos que eu encontrar que nem todo mundo em Gloomhaven é um criminoso.” diz ele ao partir, tirando o chapéu pra vocês."
event_road_campaign_69_intro,"Andando pela trilha, vocês são surpreendidos por um grupo de demônios que aparecem à esquerda, descendo uma colina em sua direção. Mas algo está errado. O ritmo deles é lento e eles são bem menores que os demônios com os quais vocês estão acostumados a lidar.

No meio da descida, os demônios percebem a sua presença. Vendo que vocês não são uma presa fácil, eles se viram e começam a recuar."
event_road_campaign_69_option_a,Perseguir e matar os demônios rapidamente.
event_road_campaign_69_option_b,"Seguir os demônios lentamente, tentando descobrir de onde eles vieram."
event_road_campaign_69_result_a,"Vocês urram e correm para o alto da colina. Os demônios não são páreo para vocês, nem em velocidade e nem em força. Vocês os matam rapidamente, causando muita dor."
event_road_campaign_69_result_b,"Vocês sobem furtivamente para a colina, observando os demônios recuarem para o sul. Vocês os seguem, finalmente chegando em uma fenda planar fraca e flutuante em uma pequena caverna de barro. Já com bastante experiência em manipulação de planos da realidade em suas viagens, vocês murmuram alguns encantamentos e fecham a fenda. Foi necessário muito esforço, mas agora há um caminho a menos para os demônios invadirem esta realidade."
event_road_campaign_6_intro,"Tropicando pela floresta, vocês ficam alarmados ao ouvir os sons repentinos de um grande animal remexendo a vegetação rasteira. Vocês se agacham, avaliando os grunhidos e rosnados.

Por entre as árvores, vocês veem um grande urso se aproximando de onde vocês estão. Ele ainda não percebeu vocês, mas vocês acham que não vai demorar."
event_road_campaign_6_option_a,Aproveitar a oportunidade para fugir do urso antes que ele se aproxime mais.
event_road_campaign_6_option_b,"Atacar o urso, com sorte, pegando ele de surpresa."
event_road_campaign_6_result_a,"Vocês saem de onde estavam escondidos o mais rápido possível. Felizmente, o urso ainda estava longe, e ficou com preguiça de perseguir vocês. Mesmo assim, vocês continuam correndo, correndo até ficarem sem ar."
event_road_campaign_6_result_b,"O urso urra quando vocês se aproximam, desferindo golpes poderosos com as garras. Ainda assim, somando o fator surpresa e o tumulto, o urso aparentemente não está muito a fim de luta. Após um pouco de vai e vem, o animal rosna e foge para a floresta."
event_road_campaign_7_intro,"Andando pelos limites de uma floresta, vocês começam a ouvir sons estranhos, desconhecidos, vindo de além das árvores. Vocês param para ouvir com mais atenção.

Há um certo ritmo nos sons e, com essa informação, vocês começam a perceber diferentes vozes humanas também. Vocês arriscam dizer que os sons se parecem vagamente com algum tipo de cântico."
event_road_campaign_7_option_a,Entrar na floresta para investigar o cântico.
event_road_campaign_7_option_b,Seguir seu caminho pela estrada. Não há necessidade de se envolver com o que quer que esteja acontecendo ali.
event_road_campaign_7_result_a,"Vocês se movem silenciosamente pela floresta seguindo os sons. Finalmente vocês chegam a uma clareira, onde veem um círculo de cultistas realizando algum ritual estranho. Um deles nota vocês e grita para os outros. A situação se transforma em uma batalha sangrenta. Vocês saem vitoriosos, obviamente, mas isso consumiu um pouco de suas forças."
event_road_campaign_7_result_b,"Sem nem pensar duas vezes, vocês voltam a seguir a trilha principal e continuam rumo ao seu destino."
event_road_campaign_8_intro,"Vocês veem um homem sozinho andando em sua direção na estrada. Quando seus caminhos se cruzam, ele olha para vocês e começa a falar.

""Ei, vocês, será que não poderiam me arranjar uma moeda?"" pergunta ele. ""Um montão de moedas, na verdade.""

Vocês o olham, intrigados, enquanto ele continua. ""Sabem, eu lidero um grande grupo de bandidos e ladrões nessa área e nós precisamos garantir que todo mundo consiga comer.""

Nessa hora, um grande número de bandidos surge ao redor de vocês ,saindo dos arbustos em que estavam escondidos.

""Então, sobre as moedas..."" diz o homem, sorrindo. ""Cinco moedas de ouro por cabeça deve ser o suficiente."""
event_road_campaign_8_option_a,Pagar os ladrões.
event_road_campaign_8_option_b,"Resistir ao assalto, matando quantos ladrões conseguirem."
event_road_campaign_8_result_a,"Vocês suspiram e entregam todas as moedas que possuem. 

O homem continua sorrindo. ""Bom, obrigado, gentis senhores. Foi um prazer encontrar vocês. tenham um ótimo dia!""

Os bandidos vão para um lado enquanto vocês vão para o outro. "
event_road_campaign_8_result_b,"Sem se impressionar com a emboscada, vocês sacam suas armas e atacam os bandidos nos arbustos. O líder tenta fugir, mas vocês o pegam também. São muitos bandidos, mas eles não chegam a ser um desafio muito grande. Parecem fracos e desnutridos. Parece que o líder não estava mentindo quando falou que precisava comprar comida."
event_road_campaign_9_intro,"Andando por um trecho de planícies, vocês veem um homem de armadura sentado em um pedregulho. Quando se aproximam, percebem que ele está sangrando.

""Ah, que sorte!"" diz ele. ""Eu me separei do meu grupo e acabei tendo um encontro desagradável com um urso. Temo não ter mais a força necessária para me levantar.""

Ele olha para vocês suplicantemente. ""Por acaso vocês não teriam uma poção ou algo do tipo sobrando para me dar? Eu só preciso de um pouco de energia extra para conseguir voltar para Gloomhaven."""
event_road_campaign_9_option_a,Ajudar o guarda.
event_road_campaign_9_option_a_unavailable,Sem itens pequenos equipados
event_road_campaign_9_option_b,Dizer que não têm como ajudar e seguir seu caminho.
event_road_campaign_9_result_a,"Vocês ficam felizes em atender ao pedido, entregando um pouco de seus suprimentos ao homem. Ele se levanta vagarosamente, agradece, e então segue rumo a Gloomhaven enquanto vocês vão na direção oposta."
event_road_campaign_9_result_b,"Vocês o encaram com um semblante arrependido e se desculpam pela falta de suprimentos. Em seguida. rapidamente seguem seu caminho enquanto ele grita:

“Mas... por favor! Vocês não vão simplesmente me deixar aqui, vão?"""
event_ropebridge,"O caminho leva você a uma ravina, com uma ponte de corda velha e frágil como o único caminho até onde você pode ver. As cordas parecem muito gastas e as pranchas de madeira um tanto podres, mas procurar outra maneira de atravessar parece que pode levar algum tempo."
event_ropebridge_a,Cruze a ponte de corda
event_ropebridge_anotherway,"Você está com sorte! Não muito longe ao longo da borda da ravina, você encontra uma grande árvore que caiu para formar uma ponte improvisada graças a uma tempestade. Parece ser muito mais resistente do que a ponte de corda podre, então você faz o seu caminho sem problemas."
event_ropebridge_anotherway_gained,"Você anda e anda pelo resto do dia e ainda não consegue encontrar uma maneira de atravessar. Ao cair da noite você finalmente encontra o fim do desfiladeiro, permitindo-lhe atravessar e fazer a longa caminhada de volta ao caminho do outro lado, tão exausto por este desvio inesperado que você sente uma dor de cabeça chegando."
event_ropebridge_b,Tente encontrar outro jeito de atravessar
event_ropebridge_cross,"A ponte de corda range e balança precariamente sob seu peso a cada passo, mas mesmo assim se segura e vocês conseguem chegar ao outro lado sem problemas. Vocês dão um suspiro de alívio e continuam sua jornada."
event_ropebridge_cross_lost,"A ponte de corda range e balança precariamente sob seu peso a cada passo. Você quase consegue atravessar quando de repente uma das tábuas se quebra e você cai da ponte!

Você apenas consegue pegar uma das cordas que seguravam a prancha antes de cair na ravina - mas uma pequena bolsa de ouro voa de seu cinto e desaparece na escuridão abaixo.

Você se levanta e cuidadosamente faz o resto do caminho até o outro lado. Você dá um suspiro de alívio e continua sua jornada."
event_shadowsonthewall,"A estrada em que você está leva você a um caminho estreito ao lado de um penhasco. Como única rota à vista para chegar ao fundo, você inicia a descida."
event_shadowsonthewall_a,Descer
event_shadowsonthewall_descent,"Você percebe que o penhasco aqui está se tornando mais liso conforme você desce. Gravações e entalhes misteriosos começam a surgir conforme vocês examinam a parede. Eles começam a se transformar em sombras que giram e dançam sobre a superfície, aparentemente levando você ao longo da parede até um ponto no chão.

Escondido em uma pequena alcova na base da parede está uma urna, com uma pequena quantidade de moedas dentro."
event_shadowsonthewall_descent_a,Faça uma oferenda
event_shadowsonthewall_descent_a_subtext,(Perca ¬ShadowsOnTheWall_Offering.GoldAmount¬ de Ouro)
event_shadowsonthewall_descent_b,Pegue o ouro
event_shadowsonthewall_descent_c,Continue caminhando
event_shadowsonthewall_leave,"Incomodado com a magia em ação aqui, vocês decidem prosseguir sem interferir."
event_shadowsonthewall_offering,"As sombras dançam animadamente enquanto vocês fazem a oferta, antes de se acalmar e desaparecer. Vocês sentem que sua oferta não passou despercebida ..."
event_shadowsonthewall_take,"As sombras congelam quando vocês pegam as moedas da urna, antes de assumir a forma de um rosto ameaçador que da um arrepio na espinha de vocês. Em um piscar de olhos, as sombras e a parede lisa desaparecem, deixando para trás apenas a face áspera do penhasco, sem nenhum sinal da urna de onde você tirou o ouro.

Você continua no caminho com um sentimento ruim no fundo de sua mente ..."
event_strungup,"À frente, vocês veem um Quatryl suspenso em uma árvore pelos tornozelos, acima de uma pilha fumegante de equipamentos de laboratório quebrados. Quando vocês se aproximam, ele percebe e grita:

'Ei, vocês aí, viajantes! Ajudem um pobre alquimista, sim?"
event_strungup_a,Pergunte o que aconteceu
event_strungup_askhim,"Eu estava preparando algumas poções usando um catalisador não testado ... '

Ele aponta para a variedade de frascos e tubos quebrados no chão abaixo dele.

'... quando a mistura reagiu de forma bastante explosiva e detonou meu Net Shooter! A próxima coisa que sei é que estou pendurado de cabeça para baixo nesta árvore! Alguma de de vocês me descerem?"
event_strungup_askhim_a,Se disponha em ajuda-lo
event_strungup_askhim_b,Roube ele
event_strungup_askhim_c,Deixe - o
event_strungup_b,Se disponha em ajuda-lo
event_strungup_c,Roube ele
event_strungup_d,Deixe - o
event_strungup_helphim,"Vocês cortam a corda e o Quatryl consegue pousar graciosamente no chão.

'Muito obrigado! Não é muita gente que viaja por aqui hoje em dia, tinha medo de que eu ficasse dias, ou pior ainda ... '

Vocês se despedem e continuam na estrada."
event_strungup_helphim_gained,"Vocês cortam a corda e o Quatryl consegue pousar graciosamente no chão.

'Muito obrigado! Não é muita gente que viaja por aqui hoje em dia, tinha medo de que eu ficasse dias, ou pior ainda ... '

Ele enfia a mão em uma das muitas bolsas presas em sua cintura e tira um pequeno punhado de moedas.

'Aqui, um pequeno símbolo do meu agradecimento!'

Vocês se despedem e continuam na estrada."
event_strungup_leave,O Quatryl preso solta uma torrente de insultos e palavrões enquanto vocês se viram e vão embora sem ajudar.
event_strungup_robhim,"O Quatryl preso solta uma torrente de insultos e palavrões enquanto vocês procuram nos escombros no chão abaixo dele.

O equipamento parece ter sido arruinado por um experimento recente que deu errado, e vocês não encontram nada útil. Vocês deixam o fumegante Quatryl entregue ao seu destino."
event_strungup_robhim_gained,"O Quatryl preso solta uma torrente de insultos e palavrões enquanto vocês vasculham sua mochila no chão abaixo dele.

O equipamento parece ter sido arruinado por um experimento recente que deu errado, mas vocês encontram uma poção intacta antes de deixar o fumegante Quatryl entregue ao seu destino."
event_strungup_unavailable,Nós não vamos roubar de um companheiro Quatryl!
event_the womanofthewoods,"Conforme vocês continuam em seu caminho, uma mulher idosa sai do meio das árvores e bloqueia seu caminho. Ela está vestida com roupas esfarrapadas e tem um colar enferrujado em volta do pescoço.

""Saudações, viajantes"", diz ela. ""Eu sinto que vocês precisam de ajuda em sua missão, e talvez eu possa lhe conceder uma bênção. Diga-me, o que vocês mais precisam?"""
event_the womanofthewoods_a,"Responder ""ouro""."
event_the womanofthewoods_b,"Responder ""conhecimento""."
event_the womanofthewoods_c,"Responder ""Poder"""
event_the womanofthewoods_d,Sair
event_the womanofthewoods_gotgold,"""Como vocês são previsíveis!"" ela gargalha.

Ela acena com as mãos e uma pequena pilha de ouro aparece no chão ao seu lado. Vocês o pegam e se viram novamente para encarar a mulher - apenas para descobrir que ela desapareceu. Vocês continuam no caminho, com moedas chacoalhando no bolso."
event_the womanofthewoods_gotpower,"Ela sorri um sorriso desdentado, estala os dedos e desaparece. De repente, vocês se sentem cheio de energia, todas as dores e sofrimentos desaparecem em um instante. Recém-revigorados, vocês seguem em frente."
event_the womanofthewoods_gotxp,"""Uma escolha sábia, de fato!"" ela responde. Ela acena com as mãos e vocês caem no chão, desmaiando. Quando vocês acordam, a mulher não está em lugar nenhum, mas vocês sentem que suas habilidades melhoraram."
event_the womanofthewoods_leave,"Desconfiado da velha estranha que de repente salta da linha das árvores na sua direção, vocês decidem não responder a ela e saem apressadamente da área."
event_thefunguy,"Caminhando por uma clareira arborizada, vocês percebem algo enterrado no mato. Após uma inspeção mais próxima, vocês veem que é o corpo de um Inox virado para o chão, claramente morto há muito tempo. Os cogumelos começaram a brotar em grupos por todo o corpo em decomposição, e está exalando um fedor horrível.

Procurando por algo de valor no cadáver, vocês veem que a maioria dos equipamentos do Inox está podre demais para ter alguma utilidade. Suas botas, no entanto, parecem potencialmente recuperáveis."
event_thefunguy_a,Retire as botas
event_thefunguy_b,Deixe o cadáver em paz.
event_thefunguy_nobootsforyou,"Não querendo correr o risco de se contaminar, você decide deixar o cadáver em paz."
event_thefunguy_trytakingboots,"Vocês conseguem tirar as botas do cadáver, mas elas estão podres que se desintegram em suas mãos. Incapazes de suportar o fedor do cadáver, vocês saem às pressas da área."
event_thefunguy_trytakingboots_gold,"Vocês conseguem tirar as botas do cadáver, mas elas estão podres e se desintegram em suas mãos. Com a intenção de ir embora, vocês jogam os restos das botas de lado, quando notam uma pequena bolsa amarrada em volta do tornozelo do cadáver.

Com muito cuidado, vocês abrem a bolsa e encontra algumas peças de ouro dentro! Incapazes de suportar o fedor do cadáver por mais tempo, vocês pegam o ouro e saem apressados da área."
event_thefunguy_trytakingboots_poison,"À medida que vocês removem as botas, elas começam a se desfazer e grandes pedaços de carne pútrida dos pés do Inox saem com elas. Uma nuvem de esporos é ejetada dos cogumelos perturbada pela remoção das botas e engolfa o grupo.

Vocês são dominados por uma sensação de náusea e pulam para trás do cadáver, mas é tarde demais - vocês estão envenenados. Vocês jogam o resto das botas de lado e continua pela clareira, se sentindo péssimos."
event_thelongdead,"A trilha está ficando cada vez menos nítida à medida que vocês atravessam a densa área de floresta. Depois de um tempo, vocês chegam à conclusão de que devem ter tomado o caminho errado e tentam encontrar o caminho de volta para a trilha.

Enquanto procuravam o caminho, vocês encontram os restos de uma velha fogueira em uma pequena clareira, cercada pelos restos de esqueletos de vários corpos no chão. O que quer que tenha acontecido aqui, aconteceu há muito tempo."
event_thelongdead_a,Procurar nos corpos
event_thelongdead_b,Sair
event_thelongdead_leave,"Cansados de estarem perdidos e ansiosos para encontrar o caminho de volta, vocês deixam os esqueletos em paz e retomam a busca pelo caminho."
event_thelongdead_search,"Qualquer coisa de valor que esses esqueletos possam ter tido há muito apodreceu e enferrujou. Cansados de estarem perdidos e ansiosos para encontrarem o caminho de volta, vocês deixam os esqueletos e retomam a busca pelo caminho."
event_thelongdead_search_gained_damage,"Vocês se agacham ao lado de um dos esqueletos para procurar algo de valor quando ouvem um rangido atrás de vocês. Vocês se viram bem a tempo de evitar levar uma espada enferrujada no rosto, cortesia de alguns Ossos Vivos! Os esqueletos se levantaram do solo para matar aqueles que ousariam perturbar seu sono.

Vocês derrotam os restos reanimados com vários golpes bem cronometrados, mas não antes de levarem alguns golpes de seu ataque surpresa.

Infelizmente, o equipamento deles está corroído além do ponto de valer a pena, então vocês retomam sua busca pelo caminho, mancando um pouco."
event_thelongdead_search_gained_gold,"A maior parte do que quer que esses esqueletos possam ter tido, há muito apodreceu e enferrujou, no entanto, vocês conseguem encontrar uma bolsa murcha de moedas que conseguiu resistir ao teste do tempo!"
event_thelongdead_search_gained_item,"A maior parte do que quer que esses esqueletos possam ter tido, há muito apodreceu e enferrujou, no entanto, vocês conseguem encontrar uma bolsa murcha de moedas que conseguiu resistir ao teste do tempo!"
event_theoldwell,Vocês descobrem um antigo poço ao lado da estrada. Algumas pessoas acreditam que jogar algumas moedas dará boa sorte.
event_theoldwell_a,Jogue algumas moedas
event_theoldwell_a_subtext,(Perca ¬TheOldWell.GoldAmount¬ de Ouro)
event_theoldwell_b,Ignorar o poço
event_theoldwell_coinsdropped,As moedas fazem uma satisfatória série de estalos quando alcançam a água no fundo do antigo poço. Vocês não conseguem evitar a sensação de que foram vítimas de superstições tolas. Vocês continuam na estrada sem sentir mais sorte do que antes.
event_theoldwell_coinsdropped_gained_bless,"Assim que as moedas escorregam de seus dedos, vocês sentem como se um grande fardo tivesse sido tirado de seus ombros.

Sentindo-se abençoado, vocês segue em frente."
event_theoldwell_coinsdropped_gained_item,"Antes mesmo de ouvir as moedas chegarem ao fundo, vocês percebem que há uma mochila do outro lado do poço! Quem o deixou para trás já se foi há muito tempo, então vocês se servem de seu conteúdo.

Esteve lá o tempo todo? Não há como saber com certeza ..."
event_theoldwell_leave,"Vocês seguem em frente, contente com as moedas ainda tilintando no bolso."
event_theshrine,"Em uma encruzilhada, vocês veem um santuário de madeira ornamentado, com uma fenda para os viajantes que passam fazer oferendas de ouro na esperança de receber uma bênção."
event_theshrine_a,Faça uma oferenda pequena
event_theshrine_a_subtext,(Perca ¬TheShrine_Small.GoldAmount¬ de Ouro)
event_theshrine_b,Faça uma oferenda razoável
event_theshrine_b_subtext,(Perca ¬TheShrine_Medium.GoldAmount¬ de Ouro)
event_theshrine_c,Faça uma oferenda generosa
event_theshrine_c_subtext,(Perca ¬TTheShrine_Large.GoldAmount¬ de Ouro)
event_theshrine_d,Quebre o santuário e pegue o ouro
event_theshrine_e,Sair
event_theshrine_large,"Vocês colocam uma quantidade generosa de moedas no slot e esperam ...

Nada parece acontecer a princípio, mas vocês logo sentem o calor do sol brilhando sobre vocês. Cheios de uma sensação de rejuvenescimento com a luz do sol, vocês se viram para continuar na estrada - quando de repente percebem uma poção no topo do santuário que vocês tem certeza de que não estava lá antes.

Tomando a poção como uma recompensa por sua generosidade, vocês a pegam e seguem em frente, felizes porque sua oferta parece ter sido apreciada."
event_theshrine_leave,Você decide não fazer uma oferenda e continua seu caminho.
event_theshrine_medium,"Vocês colocam uma boa quantidade de moedas no slot e esperam ...

Nada parece acontecer a princípio, mas vocês logo sentem o calor do sol brilhando sobre vocês. Cheios de uma sensação de rejuvenescimento com a luz do sol, vocês continuam na estrada, satisfeitos porque sua oferta parece ter sido apreciada."
event_theshrine_small,"Vocês colocam uma quantidade escassa de moedas no slot e esperam ... mas nada acontece.

Vocês continuam na estrada, perguntando-se se teriam sido recompensados se tivessem sido mais generoso."
event_theshrine_smash,"O santuário é bem feito e não se quebra facilmente, mas eventualmente sucumbe aos seus ataques e se abre, espalhando moedas no chão à sua frente.

Vocês rapidamente recolhem as moedas e continuam descendo o caminho, percebendo um frio repentino no ar que os faz estremecer. Vocês não podem deixar de se perguntar se seu ato desonroso talvez não tenha passado despercebido ..."
event_thestorm,"Conforme vocês avançam ao longo do caminho, as nuvens escurecem e começa a chover. Em poucos instantes, vocês se encontram no meio de uma tempestade violenta, completa com trovões retumbantes e relâmpagos.

Vocês percebem, através da chuva torrencial, que o relâmpago parece estar atingindo o mesmo local repetidamente."
event_thestorm_a,Investigar
event_thestorm_b,Procurar abrigo
event_thestorm_bridge,"Está frio e lamacento sob a ponte, mas pelo menos oferece proteção contra a tempestade. Vocês olham para a grande árvore que quase consideraram usar como abrigo, no momento em que ela é atingida por um raio e explode!

Vocês dão um grande suspiro de alívio por terem escolhido a opção sensata e refletem sobre sua experiência enquanto esperam a tempestade passar."
event_thestorm_investigate,"Vocês se aproximam do local onde o relâmpago parece estar focado, tendo um vislumbre de um objeto metálico projetando-se do chão no flash de um raio. Parece que este objeto está agindo como um pára-raios, atraindo os golpes com uma consistência incomum para algo tão pequeno - poderia ser um artefato com propriedades mágicas."
event_thestorm_investigate_a,Tentar pegar o objeto
event_thestorm_investigate_b,Ignorar o item e procurar abrigo
event_thestorm_seekshelter,"Ansiosos para saírem da chuva, vocês veem uma grande árvore à frente que pode ser usada como cobertura - alternativamente, vocês podem voltar para uma ponte sobre um riacho lamacento que viram antes."
event_thestorm_seekshelter_a,Se abrigar debaixo da árvore
event_thestorm_seekshelter_b,Se abrigar sob a ponte
event_thestorm_take_gained1,"Vocês esperam por uma janela de oportunidade entre os ataques para se aproximarem do objeto - apenas para ser atingidos de repente!

Não querendo arriscar mais ferimentos, vocês decidem deixar o objeto sozinho para não serem atingidos novamente."
